Benchmark Mode,Measurement Unit,Package,Class,Method,Full params,,Original,Fixed,Factor,Wilcoxom,Cliffs Delta Size,Cliffs Delta d
"Throughput, ops/time",ops/s, io.netty.microbench.internal,RecyclableArrayListBenchmark,recycleSameThread, (size = 00000),0,1689368.667,1501239.845,0.8886395695179542,True,large,1.0
"Throughput, ops/time",ops/s, io.netty.microbench.internal,RecyclableArrayListBenchmark,recycleSameThread, (size = 00256),0,1682737.832,1500048.159,0.8914330744065663,True,large,1.0
"Throughput, ops/time",ops/s, io.netty.microbench.internal,RecyclableArrayListBenchmark,recycleSameThread, (size = 01024),0,1681873.804,1499763.9845,0.8917220667407458,True,large,1.0
"Throughput, ops/time",ops/s, io.netty.microbench.internal,RecyclableArrayListBenchmark,recycleSameThread, (size = 04096),0,1690289.8830000001,1501877.0880000002,0.8885322589367946,True,large,1.0
"Throughput, ops/time",ops/s, io.netty.microbench.internal,RecyclableArrayListBenchmark,recycleSameThread, (size = 16384),0,1674726.36,1491766.759,0.8907525400149551,True,large,1.0
"Throughput, ops/time",ops/s, io.netty.microbench.internal,RecyclableArrayListBenchmark,recycleSameThread, (size = 65536),0,1681245.1519999998,1497404.5669999998,0.8906521248365806,True,large,1.0
