"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,15.879386,0.605095,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,13.096519,0.294001,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,12.766639,0.965081,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,13.045244,0.280666,"ops/s",3
