"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,11.489530,0.667452,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,9.270337,0.351524,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,9.037207,0.860927,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,9.495511,0.182937,"ops/s",3
