"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,38.264671,0.234155,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,37.837609,0.447792,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,37.978362,0.311205,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,37.263601,0.342326,"ops/s",3
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,61.344553,0.533002,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,60.200764,0.722275,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,60.157649,0.483545,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,60.356500,0.991223,"ops/s",3
