"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,67.530475,5.872833,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,59.816192,0.872550,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,60.714808,0.646411,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,59.932155,0.296465,"ops/s",3
