"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,15.085968,1.144244,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,12.393823,1.295137,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,13.034492,0.415363,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,12.725854,0.554774,"ops/s",3
