"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: fullyRandom","Param: mapSizeDividedBy16000"
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,16.567812,0.208464,"ops/s",true,1
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,7.652029,0.084657,"ops/s",true,10
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,7.175483,0.036289,"ops/s",true,100
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,2.298942,0.022051,"ops/s",true,10000
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,2.585654,0.046083,"ops/s",true,100000
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,7.266982,0.386261,"ops/s",false,1
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,6.548440,0.080900,"ops/s",false,10
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,3.497361,0.032207,"ops/s",false,100
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,1.723605,0.031248,"ops/s",false,10000
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,1.709182,0.028383,"ops/s",false,100000
