Benchmark Mode,Measurement Unit,Package,Class,Method,Full params,,Factor,Fixed,Original
"Average time, time/op",ns/op, org.postgresql.benchmark.statement,BindBoolean,bindBoolean,,0,1.4925233644859814,7.985,5.35
"Average time, time/op",ns/op, org.postgresql.benchmark.statement,BindBoolean,boolAsBoolean,,0,1.095333667837431,10.915,9.965
"Average time, time/op",ns/op, org.postgresql.benchmark.statement,BindBoolean,boolAsInt,,0,1.1789182787208843,14.931,12.665
"Average time, time/op",ns/op, org.postgresql.benchmark.time,AddPaddingZeros,charArray, (nanos = 1000),0,1.194947490607917,76.1785,63.750499999999995
"Average time, time/op",ns/op, org.postgresql.benchmark.time,AddPaddingZeros,charArray, (nanos = 1000000),0,1.6972228998942829,83.48299999999999,49.188
"Average time, time/op",ns/op, org.postgresql.benchmark.time,AddPaddingZeros,charArray, (nanos = 100000000),0,1.7224233468784633,93.25200000000001,54.14
"Average time, time/op",ns/op, org.postgresql.benchmark.time,AddPaddingZeros,insert, (nanos = 1000),0,4.140892409432797,113.9615,27.521
"Average time, time/op",ns/op, org.postgresql.benchmark.time,AddPaddingZeros,insert, (nanos = 1000000),0,3.1981015047732053,118.592,37.082
"Average time, time/op",ns/op, org.postgresql.benchmark.time,AddPaddingZeros,insert, (nanos = 100000000),0,3.5101916360209193,94.9735,27.0565
