"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt","sample",1,6241002,275.240531,1.398334,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.00","sample",1,1,245.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.50","sample",1,1,261.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.90","sample",1,1,300.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.95","sample",1,1,309.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.99","sample",1,1,349.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.999","sample",1,1,947.994000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.9999","sample",1,1,11344.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p1.00","sample",1,1,1363968.000000,NaN,"ns/op"
