"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt","sample",1,6339452,271.033256,1.992362,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.00","sample",1,1,242.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.50","sample",1,1,258.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.90","sample",1,1,290.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.95","sample",1,1,303.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.99","sample",1,1,345.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.999","sample",1,1,782.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p0.9999","sample",1,1,11264.000000,NaN,"ns/op"
"org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.synchronizedSimpleDateFmt:synchronizedSimpleDateFmt·p1.00","sample",1,1,1406976.000000,NaN,"ns/op"
