"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersAndLock","thrpt",1,200,19642683.927990,437738.746337,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersNoLocks","thrpt",1,200,30832952.147467,414145.926120,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersRetryAfterReconfig","thrpt",1,200,29041167.397057,525079.216679,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithoutCountersOrLocks","thrpt",1,200,38590522.974630,715045.481597,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.testBaseline","thrpt",1,200,1873807542.653699,25851812.010756,"ops/s"
