"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_eager_gsc","thrpt",1,25,301.644699,0.830058,"ops/s"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_lazy_gsc","thrpt",1,25,116.303030,0.339088,"ops/s"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_lazy_jdk","thrpt",1,25,106.459131,0.533132,"ops/s"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_lazy_streams_gsc","thrpt",1,25,94.894411,4.914753,"ops/s"
