"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,38.613231,0.293140,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,37.650348,0.303971,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,38.142133,0.354843,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala","thrpt",1,20,37.753400,0.446860,"ops/s",3
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,66.886396,5.044108,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,59.550983,0.431854,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,60.387751,0.718618,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.parallel_lazy_scala_hand_coded","thrpt",1,20,59.160088,0.329195,"ops/s",3
