"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.gs.collections.impl.jmh.BagAddAllTest.gsc","thrpt",1,25,98.218660,2.345190,"ops/s"
"com.gs.collections.impl.jmh.BagAddAllTest.guava","thrpt",1,25,48.793873,0.963537,"ops/s"
