"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.gs.collections.impl.jmh.GroupBySetTest.groupBy_2_keys_serial_eager_scala","thrpt",1,20,12.171635,0.275369,"ops/s"
