"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_eager_gsc","thrpt",1,25,105.310418,0.632665,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_lazy_gsc","thrpt",1,25,97.445599,1.129068,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk","thrpt",1,25,65.187825,0.393305,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_lazy_streams_gsc","thrpt",1,25,63.210466,0.305174,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_eager_gsc","thrpt",1,25,17.423617,0.228476,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_lazy_gsc","thrpt",1,25,17.063412,0.227549,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_lazy_jdk","thrpt",1,25,17.911424,0.312953,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_lazy_streams_gsc","thrpt",1,25,16.584382,0.283728,"ops/s"
