"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,11.346940,1.185425,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,9.215040,0.500670,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,9.404311,0.265369,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_eager_scala","thrpt",1,20,9.372005,0.318299,"ops/s",3
