"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.apache.logging.log4j.perf.jmh.AbstractStringLayoutStringEncodingBenchmark.baseline","thrpt",1,200,25924.966035,321.353218,"ops/ms"
