"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.apache.logging.log4j.perf.jmh.AbstractStringLayoutStringEncodingBenchmark.utf8GetBytes","thrpt",1,200,10613.872013,92.430980,"ops/ms"
