"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: fullyRandom","Param: mapSizeDividedBy16000"
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,19.762214,0.073733,"ops/s",true,1
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,7.779248,0.051896,"ops/s",true,10
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,7.056606,0.099938,"ops/s",true,100
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,2.263886,0.030039,"ops/s",true,10000
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,2.609122,0.041983,"ops/s",true,100000
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,8.517671,0.460513,"ops/s",false,1
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,6.741628,0.177162,"ops/s",false,10
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,3.458688,0.016221,"ops/s",false,100
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,1.688779,0.044232,"ops/s",false,10000
"com.gs.collections.impl.jmh.LongIntMapTest.remove","thrpt",1,50,1.693513,0.047481,"ops/s",false,100000
