"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_eager_gsc","thrpt",1,25,106.016523,0.911451,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_lazy_gsc","thrpt",1,25,97.513844,0.924733,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk","thrpt",1,25,65.996874,0.109588,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.parallel_lazy_streams_gsc","thrpt",1,25,63.629903,0.135845,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_eager_gsc","thrpt",1,25,17.451003,0.200923,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_lazy_gsc","thrpt",1,25,17.143995,0.244024,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_lazy_jdk","thrpt",1,25,17.794748,0.293920,"ops/s"
"com.gs.collections.impl.jmh.CollectIfTest.serial_lazy_streams_gsc","thrpt",1,25,16.886798,0.238854,"ops/s"
