"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: megamorphicWarmupLevel"
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,15.178620,0.624698,"ops/s",0
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,13.057650,0.228437,"ops/s",1
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,12.966882,0.418827,"ops/s",2
"com.gs.collections.impl.jmh.FunctionalInterfaceTest.serial_lazy_scala","thrpt",1,20,13.073656,0.597638,"ops/s",3
