,Benchmark Mode,Class,Fork,Full Bench,Full params,Iteration,Iteration Type,Measurement Unit,Method,Package,Score,Threads,Total Fork,Trial
0,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,1,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,8.877,1,2,1
1,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,2,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,14.345,1,2,1
2,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,3,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.455,1,2,1
3,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,4,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,13.351,1,2,1
4,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,5,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.269,1,2,1
5,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,6,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.616,1,2,1
6,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,7,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,13.528,1,2,1
7,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,8,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,12.648,1,2,1
8,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,9,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.321,1,2,1
9,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,10,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.551,1,2,1
10,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,11,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,14.521,1,2,1
11,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,12,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,14.219,1,2,1
12,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,13,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.543,1,2,1
13,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,14,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,13.192,1,2,1
14,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,15,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.513,1,2,1
15,"Throughput, ops/time",GroupBySetTest,1.0, com.gs.collections.impl.jmh.GroupBySetTest.groupBy_100_keys_serial_lazy_scala,,16,warmup,ops/s,groupBy_100_keys_serial_lazy_scala, com.gs.collections.impl.jmh,15.606,1,2,1
