"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_eager_gsc","thrpt",1,25,301.622326,0.874903,"ops/s"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_lazy_gsc","thrpt",1,25,116.385927,0.229113,"ops/s"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_lazy_jdk","thrpt",1,25,106.571312,0.623852,"ops/s"
"com.gs.collections.impl.jmh.FlatCollectTest.serial_lazy_streams_gsc","thrpt",1,25,93.874888,3.329556,"ops/s"
