Benchmark Mode,Measurement Unit,Package,Class,Method,Full params,,Original,Fixed,Factor,Wilcoxom,Cliffs Delta Size,Cliffs Delta d
"Throughput, ops/time",ops/s, io.netty.microbenchmark.common,MathOperationsBenchmark,nextIndexConditionals,,0,343270698.6775,354652132.8815,1.033155857018524,False,negligible,0.07850895460224906
"Throughput, ops/time",ops/s, io.netty.microbenchmark.common,MathOperationsBenchmark,nextIndexNoConditionals,,0,336620213.359,363517779.315,1.0799047855373858,True,large,-0.5020916233037445
