"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersAndLock","thrpt",1,200,20338894.772546,271063.075801,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersNoLocks","thrpt",1,200,31218423.841927,425390.688742,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersRetryAfterReconfig","thrpt",1,200,29425045.230287,428914.265665,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithoutCountersOrLocks","thrpt",1,200,38712664.174010,792185.007279,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.testBaseline","thrpt",1,200,1862117649.979097,31430031.206975,"ops/s"
