"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersAndLock","thrpt",1,200,19876057.905203,402550.828334,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersNoLocks","thrpt",1,200,31247245.913269,502572.572109,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithCountersRetryAfterReconfig","thrpt",1,200,29441625.985089,512842.792639,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithoutCountersOrLocks","thrpt",1,200,39796242.404579,505909.341283,"ops/s"
"org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.testBaseline","thrpt",1,200,1868027310.150190,28042093.278199,"ops/s"
